읍면동,종합라벨,시장,추천종목_1,추천종목_2,추천종목_3,추천종목_4,추천종목_5,region_id,stock_ids
대치1동,중장년균형형_교육 서비스업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,445,"[1, 2, 76, 85, 4]"
대치2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,460,[]
대치2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,460,"[44, 54, 62, 1, 2]"
대치4동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,446,[]
대치4동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,446,"[44, 54, 62, 1, 2]"
대학동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,415,[]
대학동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,415,"[1, 2, 76, 85, 4]"
대화동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,891,[]
대화동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,891,"[44, 54, 62, 1, 2]"
대흥동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,290,[]
대흥동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,290,"[44, 54, 62, 1, 2]"
덕적면,고령안정형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,651,[]
덕적면,고령안정형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,651,"[1, 2, 76, 85, 4]"
덕풍1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,965,"[44, 54, 62, 1, 2]"
덕풍1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,965,[]
덕풍2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,966,"[44, 54, 62, 1, 2]"
덕풍2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,966,[]
덕풍3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1158,[]
덕풍3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1158,"[44, 54, 62, 1, 2]"
도곡1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,449,"[44, 54, 62, 1, 2]"
도곡1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,449,[]
도곡2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,450,[]
도곡2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,450,"[44, 54, 62, 1, 2]"
도림동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,384,"[44, 54, 62, 1, 2]"
도림동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,384,[]
도봉1동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,238,"[1, 2, 76, 85, 4]"
도봉1동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,238,[]
도봉2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,239,"[44, 54, 62, 1, 2]"
도봉2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,239,[]
도원동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,510,[]
도원동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,510,"[1, 2, 76, 85, 4]"
도척면,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1088,[]
도척면,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,1088,"[89, 1, 2, 76, 85]"
도촌동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,720,[]
도촌동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,720,"[44, 54, 62, 1, 2]"
도화1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,534,[]
도화1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,534,"[44, 54, 62, 1, 2]"
도화2·3동,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,547,[]
도화2·3동,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,547,"[1, 2, 76, 85, 4]"
도화동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,301,"[44, 54, 62, 1, 2]"
도화동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,301,[]
독산1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,359,"[44, 54, 62, 1, 2]"
독산1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,359,[]
독산2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,360,[]
독산2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,360,"[44, 54, 62, 1, 2]"
독산3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,361,[]
독산3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,361,"[44, 54, 62, 1, 2]"
독산4동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,362,[]
독산4동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,362,"[46, 1, 2, 76, 85]"
돈암1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,193,[]
돈암1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,193,"[44, 54, 62, 1, 2]"
돈암2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,194,[]
돈암2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,194,"[44, 54, 62, 1, 2]"
동백1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1183,[]
동백1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1183,"[44, 54, 62, 1, 2]"
동백2동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1182,[]
동백2동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1182,"[46, 1, 2, 76, 85]"
동백3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,990,"[44, 54, 62, 1, 2]"
동백3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,990,[]
동부동,중장년균형형_건설업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,983,"[1, 2, 76, 85, 4]"
동부동,중장년균형형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,983,[]
동선동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,210,[]
동선동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,210,"[1, 2, 76, 85, 4]"
동인천동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,512,"[1, 2, 76, 85, 4]"
동인천동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,512,[]
동천동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1000,"[44, 54, 62, 1, 2]"
동천동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1000,[]
동춘1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,554,"[44, 54, 62, 1, 2]"
동춘1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,554,[]
동춘2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,555,[]
동춘2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,555,"[44, 54, 62, 1, 2]"
동춘3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,556,"[44, 54, 62, 1, 2]"
동춘3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,556,[]
동탄1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1083,[]
동탄1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1083,"[44, 54, 62, 1, 2]"
동탄2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1082,[]
동탄2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1082,"[44, 54, 62, 1, 2]"
동탄3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1084,[]
동탄3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1084,"[44, 54, 62, 1, 2]"
동탄4동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1168,[]
동탄4동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1168,"[44, 54, 62, 1, 2]"
동탄5동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1167,"[44, 54, 62, 1, 2]"
동탄5동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1167,[]
동탄6동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1075,"[44, 54, 62, 1, 2]"
동탄6동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1075,[]
동탄7동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1173,[]
동탄7동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1173,"[44, 54, 62, 1, 2]"
동탄8동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1176,[]
동탄8동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1176,"[44, 54, 62, 1, 2]"
동화동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,114,[]
동화동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,114,"[44, 54, 62, 1, 2]"
둔촌1동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,502,[]
둔촌1동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,502,"[1, 2, 76, 85, 4]"
둔촌2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,503,"[44, 54, 62, 1, 2]"
둔촌2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,503,[]
등촌1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,324,"[44, 54, 62, 1, 2]"
등촌1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,324,[]
등촌2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,325,"[44, 54, 62, 1, 2]"
등촌2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,325,[]
등촌3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,326,"[44, 54, 62, 1, 2]"
등촌3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,326,[]
마도면,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1068,[]
마도면,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,1068,"[89, 1, 2, 76, 85]"
마두1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,879,"[44, 54, 62, 1, 2]"
마두1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,879,[]
마두2동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,880,[]
마두2동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,880,"[46, 1, 2, 76, 85]"
마북동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,989,"[44, 54, 62, 1, 2]"
마북동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,989,[]
마산동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1174,[]
마산동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1174,"[44, 54, 62, 1, 2]"
마장동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,132,"[44, 54, 62, 1, 2]"
마장동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,132,[]
마장면,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1025,"[1, 2, 76, 85, 4]"
마장면,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1025,[]
마전동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,628,"[44, 54, 62, 1, 2]"
마전동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,628,[]
마천1동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,466,"[46, 1, 2, 76, 85]"
마천1동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,466,[]
마천2동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,467,"[46, 1, 2, 76, 85]"
마천2동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,467,[]
만석동,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,516,"[89, 1, 2, 76, 85]"
만석동,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,516,[]
만수1동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,569,"[46, 1, 2, 76, 85]"
만수1동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,569,[]
만수2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,570,[]
만수2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,570,"[44, 54, 62, 1, 2]"
만수3동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,571,"[1, 2, 76, 85, 4]"
만수3동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,571,[]
만수4동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,572,[]
만수4동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,572,"[1, 2, 76, 85, 4]"
만수5동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,573,[]
만수5동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,573,"[46, 1, 2, 76, 85]"
만수6동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,574,[]
만수6동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,574,"[44, 54, 62, 1, 2]"
망우3동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,187,"[46, 1, 2, 76, 85]"
망우3동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,187,[]
망우본동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,192,"[44, 54, 62, 1, 2]"
망우본동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,192,[]
망원1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,295,[]
망원1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,295,"[44, 54, 62, 1, 2]"
망원2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,296,[]
망원2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,296,"[44, 54, 62, 1, 2]"
망포1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,691,[]
망포1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,691,"[44, 54, 62, 1, 2]"
망포2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1172,"[44, 54, 62, 1, 2]"
망포2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1172,[]
매교동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,679,"[44, 54, 62, 1, 2]"
매교동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,679,[]
매산동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,680,"[44, 54, 62, 1, 2]"
매산동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,680,[]
매송면,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,1066,[]
매송면,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,1066,"[46, 1, 2, 76, 85]"
매탄1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,685,"[44, 54, 62, 1, 2]"
매탄1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,685,[]
매탄2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,686,"[44, 54, 62, 1, 2]"
매탄2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,686,[]
매탄3동,청년성장형_숙박 및 음식점업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,687,[]
매탄3동,청년성장형_숙박 및 음식점업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,687,"[1, 2, 76, 85, 4]"
매탄4동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,688,[]
매탄4동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,688,"[44, 54, 62, 1, 2]"
매화동,중장년균형형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,934,[]
매화동,중장년균형형_제조업,국장,포스코홀딩스,삼성전자,SK하이닉스,카카오,네이버,934,"[89, 1, 2, 76, 85]"
면목2동,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,177,[]
면목2동,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,177,"[46, 1, 2, 76, 85]"
면목3·8동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,191,[]
면목3·8동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,191,"[44, 54, 62, 1, 2]"
면목4동,청년성장형_건설업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,178,[]
면목4동,청년성장형_건설업,국장,현대건설,GS건설,대우건설,SK하이닉스,삼성전자,178,"[34, 39, 65, 2, 1]"
면목5동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,179,[]
면목5동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,179,"[44, 54, 62, 1, 2]"
면목7동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,180,[]
면목7동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,180,"[44, 54, 62, 1, 2]"
면목본동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,190,[]
면목본동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,190,"[44, 54, 62, 1, 2]"
명동,고령안정형_도매 및 소매업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,102,"[1, 2, 76, 85, 4]"
명동,고령안정형_도매 및 소매업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,102,[]
명일1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,491,[]
명일1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,491,"[44, 54, 62, 1, 2]"
명일2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,492,[]
명일2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,492,"[44, 54, 62, 1, 2]"
모가면,고령안정형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,1027,[]
모가면,고령안정형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,1027,"[1, 2, 76, 85, 4]"
모현읍,중장년균형형_도매 및 소매업,국장,현대백화점,삼성전자,SK하이닉스,카카오,네이버,974,"[46, 1, 2, 76, 85]"
모현읍,중장년균형형_도매 및 소매업,미장,Ross Stores,Apple,Microsoft,Nvidia,Amazon,974,[]
목1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,305,"[44, 54, 62, 1, 2]"
목1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,305,[]
목2동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,306,"[44, 54, 62, 1, 2]"
목2동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,306,[]
목3동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,307,"[44, 54, 62, 1, 2]"
목3동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,307,[]
목4동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,308,"[44, 54, 62, 1, 2]"
목4동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,308,[]
목5동,청년성장형_교육 서비스업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,321,"[1, 2, 76, 85, 4]"
목5동,청년성장형_교육 서비스업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,321,[]
목감동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,935,"[44, 54, 62, 1, 2]"
목감동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,935,[]
무악동,중장년균형형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,87,"[1, 2, 76, 85, 4]"
무악동,중장년균형형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,87,[]
묵1동,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,185,[]
묵1동,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,185,"[44, 54, 62, 1, 2]"
묵2동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,186,"[1, 2, 76, 85, 4]"
묵2동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,186,[]
문래동,청년성장형_제조업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,385,"[1, 2, 76, 85, 4]"
문래동,청년성장형_제조업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,385,[]
문산읍,청년성장형_도매 및 소매업,국장,롯데쇼핑,GS리테일,BGF리테일,삼성전자,SK하이닉스,1004,"[44, 54, 62, 1, 2]"
문산읍,청년성장형_도매 및 소매업,미장,Costco,Dollar Tree,Apple,Microsoft,Nvidia,1004,[]
문원동,청년성장형_운수 및 창고업,미장,Apple,Microsoft,Nvidia,Amazon,Alphabet,899,[]
문원동,청년성장형_운수 및 창고업,국장,삼성전자,SK하이닉스,카카오,네이버,LG에너지솔루션,899,"[1, 2, 76, 85, 4]"
